,uri,genre,key,acousticness,danceability,energy,instrumentalness,loudness,speechiness,valence,tempo
23,spotify:track:4Z1t1aMRif8ES212kTN8H2,0,0.8181818181818182,0.028109785883248455,0.48588377457980886,0.6503984754158803,1.2830957230142566e-05,0.850143891570739,0.07838876817650009,0.17754298736275118,0.6937786189633065
24,spotify:track:0v9Wz8o0BT8DU38R4ddjeH,0,1.0,0.15662419436149658,0.6517631550038449,0.7980749814902067,0.0,0.8961195692536206,0.25288316897877317,0.7959395069401284,0.5178460223456864
25,spotify:track:0BCy325UZyR9z0t0uxwn2N,0,0.6363636363636364,0.40260880433939344,0.5100516313303306,0.6684813128943692,0.0,0.9219040103973265,0.01671402306535183,0.5639113320903252,0.17019964588802733
26,spotify:track:16Ah4QqH4mgYVXqfC4mdSd,0,1.0,0.010840662243983862,0.5276282544216192,0.5298462255592872,0.0,0.828328072781285,0.38325254888851745,0.24072923140667077,0.8545637706819708
27,spotify:track:32lItqlMi4LBhb4k0BaSaC,0,0.36363636363636365,0.6425693014198723,0.6649456223223112,0.6694859149765074,1.2423625254582483e-06,0.8787365391756407,0.2194551228480695,0.3743525999585664,0.7928689175163318
28,spotify:track:6i0V12jOa3mr6uu4WYhUBr,0,0.36363636363636365,0.08443524147410564,0.7396462704602877,0.3972387507170348,3.645621181262729e-05,0.7996658002227999,0.009861273608557576,0.547337891029625,0.24314060687465655
29,spotify:track:70XP39KE8vTgxtRXcwfxJA,0,0.5454545454545454,0.005097674615112148,0.7000988685048883,0.514777194327213,0.0,0.8874164500557,0.032926625438743105,0.12885850424694426,0.48634837291653943
30,spotify:track:4JQSMg83F8qYwSBt5xOXsQ,0,1.0,0.0012522825489270667,0.5550917280017575,0.7126838045084533,0.0,0.9024322317118456,0.039110813972923285,0.38678268075409156,0.25503388485255507
31,spotify:track:2YlZnw2ikdb837oKMKjBkW,0,0.0,0.4016047855231571,0.627595298253323,0.5318554297235637,0.0,0.8481479762346826,0.034598027745278294,0.41164284234514187,0.3531229012760241
32,spotify:track:7AVF7kutqdQyamkw6q4d7x,0,0.0,0.023491299328561414,0.508953092387125,0.5790717275840626,0.0,0.8592183438544375,0.47852248036102285,0.3795318002900352,0.8636791012882349
33,spotify:track:2zy9TMoZlYGuCNY4TLqG24,0,0.36363636363636365,0.17770858950245916,0.6979017906184773,0.6192558108695936,0.0,0.8347103601930933,0.04044793581815142,0.4934742075823493,0.47455888637889976
34,spotify:track:34oB5r0lcN3fYWCs2uA1k5,0,0.7272727272727273,0.07951554927454772,0.7011974074480939,0.5077449797522451,0.0,0.9037551058299296,0.016379742604044796,0.5141910089082246,0.30406007692777326
35,spotify:track:6YZdkObH88npeKrrkb8Ggf,0,0.7272727272727273,0.07891313798480593,0.7308579589146434,0.9075766084432787,0.0,0.9387764574823617,0.12351663045295003,0.8560182307851667,0.24909335124244458
36,spotify:track:0u2P5u6lvoDfwTYjAADbn4,0,0.36363636363636365,0.9377508333933485,0.32110293309897836,0.2967785425032072,0.0,0.7820042703304866,0.017716864449272944,0.10399834265589392,0.397362476341657
37,spotify:track:7wR5r0KYGXBpyWXCdyYs3F,0,0.09090909090909091,0.00952539759471429,0.2540920575634406,0.8925075772112046,0.0,0.956020237653175,0.22781213438074543,0.6540294178578827,0.29693509982294397
38,spotify:track:2BqQQXuBOuhaWeUP7okEx0,0,0.6363636363636364,0.7228908067187774,0.7758980555860705,0.41331238403124715,0.0,0.8093204604530264,0.08340297509610564,0.6343484565983012,0.3650161792539227
39,spotify:track:2s0Dn2mtvp94wUkyaB8nJc,0,0.0,0.4708820838434627,0.779193672415687,0.6343248421016677,0.0,0.9266385072409953,0.004178505766337957,0.7959395069401284,0.31671042188167775
40,spotify:track:6KBYefIoo7KydImq1uUQlL,0,1.0,0.06616209901860474,0.9527628254421618,0.7056515899334853,0.0,0.8695460453026366,0.13421360521477518,0.4820799668531178,0.45681665547347206
41,spotify:track:62o8KoI44JfN7aYxgTnPvh,0,0.5454545454545454,0.3112430920618889,0.7583214324947819,0.7548770919582608,0.0,0.9032909394727071,0.5386929633962895,0.9129894344313237,0.7927773368337504
42,spotify:track:5N4erncE7kuUccm7zEmwzk,0,0.0,0.010439054717489335,0.5814566626386904,0.6724997212229222,3.391038696537678e-06,0.8671787968808021,0.0411164967407655,0.5027967681789931,0.41491544050308315
43,spotify:track:3nAq2hCr1oWsIU54tS98pL,0,0.9090909090909092,0.05300945252590902,0.5474019553993189,0.588113146323307,7.464358452138493e-06,0.9105551429632381,0.02590673575129534,0.050238243215247544,0.2801819402893949
44,spotify:track:15ahYSiHAIMxAnujlXVtta,0,0.09090909090909091,0.09919431807277945,0.5671756563770185,0.4615332839738844,0.0,0.8578954697363536,0.2662543874310547,0.45825564532836127,0.27933329263080764
45,spotify:track:2Zj4FUsMtu9PMuJsHbGbdv,0,0.6363636363636364,0.026603757658893983,0.670438317038339,0.7830059502581326,1.659877800407332e-06,0.9171230969179355,0.05064348988801604,0.7441475036254401,0.5479272238842419
46,spotify:track:1zB4vmk8tFRmM9UULNzbLB,0,0.0,0.006734225285577338,0.6001318246731846,0.8251992377079401,0.1364562118126273,0.9044513553657632,0.03526658866789236,0.2780194737932463,0.7191953110690518
47,spotify:track:5HeKOKc4phmLn8e4I7EkzD,0,0.09090909090909091,0.05652351838273613,0.7583214324947819,0.7257436315762508,0.02240325865580448,0.8632333828444115,0.03426374728397125,0.6778537393826393,0.3589901703400695
48,spotify:track:0S5VcAlmDYhEQmeSkkQHNM,0,0.09090909090909091,0.020579644761476105,0.7506316598923432,0.715697610754868,0.0,0.8884608243594505,0.012702657529667392,0.890200952972861,0.42635081506807493
49,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3,0,0.6363636363636364,0.12148353579322561,0.6759310117543667,0.42938601734545956,0.0,0.796045302636465,0.16597024903894367,0.32877563704164076,0.2117223273704133
50,spotify:track:4UAW2gObi5o6sJla0qZpPn,0,0.8181818181818182,0.798192217936501,0.5155443260463582,0.28472331751754787,0.0003085539714867617,0.7500232083178612,0.010028413839211096,0.15786202610316963,0.15759203858599424
51,spotify:track:6Pw3Gvw4wNMZfTYZa6IQal,0,0.18181818181818182,0.0028285920904180793,0.4474349115676151,0.6614490983194012,0.0,0.8755802079465281,0.1542704328931974,0.3525999585663973,0.830142255326943
52,spotify:track:0YammaEkYSeo9vQYZ1OwS6,0,0.9090909090909092,0.13754783685300664,0.7077886411073271,0.6624537004015395,0.0,0.8978137764574825,0.16764165134547884,0.7980111870727159,0.27371023872031264
53,spotify:track:1FEiijYPJtyswChfcpv3p0,0,0.09090909090909091,0.046583732101996615,0.5594858837745796,0.6483892712516036,0.0,0.8589630523579652,0.017549724218619424,0.19825978868862645,0.37697661639904745
54,spotify:track:1ArLnG0bHaHPXqf08sEKM0,0,0.0,0.6475893955010539,0.5364165659672635,0.28974632792823923,0.0,0.8279103230597847,0.020223967909075713,0.20033146882121397,0.3336650589169058
55,spotify:track:5TqBAOIBe0bQA0spNdcG3k,0,0.9090909090909092,0.017366784549519898,0.9417774360101066,0.5730441150912329,1.130346232179226e-06,0.8253574080950614,0.296339628948688,0.4955458877149368,0.325544905061359
56,spotify:track:2mj7x99sNUsVHPBRK51zlG,0,0.9090909090909092,0.740963145411031,0.5935405910139514,0.3972387507170348,2.230142566191446e-05,0.7731851095432604,0.027578138057830513,0.11850010358400662,0.37164662067281273
57,spotify:track:5u6vkDnOyaf8LsteDAj2ub,0,0.18181818181818182,0.3323274872028515,0.7945732176205645,0.43742283400256576,1.3238289205702646e-05,0.853393056071296,0.22112652515460474,0.2314066708100269,0.2002197936381952
58,spotify:track:3oIhthYPSKwAwJLA8JClkV,0,0.5454545454545454,0.04829056408959835,0.6693397780951335,0.7789875419295794,2.240325865580448e-06,0.8966997772001486,0.14758482366705666,0.4572198052620675,0.27353928811282735
59,spotify:track:5kyd6oKvKmj6mWCaAaHoN4,0,0.0,0.15361213791278763,0.7495331209491376,0.5820855338304775,0.0,0.8369615670256221,0.5938492395119506,0.42303708307437327,0.2862934245069906
60,spotify:track:3IQF4xCQUPicbA4hWfTxPo,0,0.8181818181818182,0.06857174417757189,0.5869493573547181,0.85433269808995,0.0,0.8899925733382845,0.03660371051312051,0.33602651750569706,0.4260760730203308
61,spotify:track:0JP9xo3adEtGSdUEISiszL,0,0.8181818181818182,0.558231720856022,0.9472701307261342,0.5388876442985316,0.0041140529531568226,0.883795952469365,0.09643991308708005,0.7161798218355085,0.475053422064839
62,spotify:track:6b8Be6ljOzmkOmFslEb23P,0,0.09090909090909091,0.03413389878066633,0.8341206195759638,0.8061117981473129,0.0,0.917239138507241,0.09526993147250543,0.6343484565983012,0.34660235667623174
63,spotify:track:6cAKeFFYW2aClZSUyvqAEW,0,0.7272727272727273,0.22188541741685697,0.39909919806657146,0.7478448773832929,0.0,0.9091162272558486,0.025238174828681258,0.5887714936813755,0.27649429147078575
64,spotify:track:7pYfyrMNPn3wtoCyqcTVoI,0,1.0,0.011744279178596544,0.7286608810282323,0.7639185106975053,0.0,0.9131312662458226,0.04145077720207254,0.626061736067951,0.47526711032419566
65,spotify:track:4GXl8l1MfZPf2GvpyRPJBf,0,0.6363636363636364,0.11545942289580774,0.7110842579369437,0.7187114170012829,0.0,0.9176800965466024,0.09042286478355338,0.45514812512948,0.5293607668355821
66,spotify:track:1wHZx0LgzFHyeIZkUydNXq,0,0.09090909090909091,0.007698083349164199,0.7187740305393825,0.5278370213950105,0.00015071283095723014,0.8995079836613443,0.015544041450777202,0.11539258338512531,0.493619879113499
67,spotify:track:2ZWlPOoWh0626oTaHrnl2a,0,0.8181818181818182,0.7851399733254288,0.5583873448313742,0.38920193405992853,0.0003146639511201629,0.7943046787968808,0.026241016212602365,0.44789724466542363,0.40394407472983684
68,spotify:track:4J4zx8xGJpuGndrVc06KaT,0,0.0,0.12951568632311614,0.48368669669339776,0.6403524545944974,0.0,0.8740020423319719,0.03526658866789236,0.24176507147296453,0.24287197020575124
69,spotify:track:4L2K7JKseFCBoHMZEAszW0,0,0.09090909090909091,0.8765056856029334,0.4133802043282434,0.15512964892171036,0.0,0.8089491273672484,0.038943673742269765,0.07654858089910917,0.47824653519750904
70,spotify:track:6HfOzLLjsaXsehIFEsrxTk,0,0.09090909090909091,0.15562017554526028,0.7550258156651652,0.689577956619273,0.0,0.8431349795766804,0.6005348487380913,0.27284027346177747,0.5722632639355272
71,spotify:track:29gsi1zZrZxdStACmTQB0Z,0,0.7272727272727273,0.05090101301181277,0.7143798747665604,0.5911269525697219,0.0,0.8361492759004828,0.034430887514624774,0.5804847731510254,0.5111545271384088
72,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,0,0.09090909090909091,0.007035430930448232,0.570471273206635,0.8694017293220242,0.0,0.9283327144448571,0.06551897041617916,0.6208825357364822,0.47523047805116303
73,spotify:track:1CZOrmHUUjeDP7N2B4Ba6S,0,0.0,0.0031498781116136992,0.7000988685048883,0.9246548438396295,5.336048879837067e-05,0.9294699220200521,0.02273107136887849,0.7192873420343898,0.42005616948531654
74,spotify:track:2jB9QaPJyVdz2Q0Va8rrnU,0,0.8181818181818182,0.04999739607720008,0.6012303636163902,0.890498373046928,3.5336048879837063e-06,0.9056349795766804,0.048972087581480854,0.3412057178371659,0.29166615788509664
75,spotify:track:7MXVkk9YMctZqd1Srtv4MB,0,0.6363636363636364,0.14156391211795186,0.6814237064703943,0.5891177484054453,6.466395112016293e-06,0.8538108057927962,0.4233662042453619,0.4831158069194116,0.8291287624397091
76,spotify:track:1ZAyjvIk9YiD76yYy0TEG6,0,1.0,0.20280905990836703,0.897835878281885,0.5208048068200427,0.0,0.865043631637579,0.2010696974761825,0.14336026517505696,0.2734049697783747
77,spotify:track:4Q3N4Ct4zCuIHuZ65E3BD4,0,1.0,0.05782874284384333,0.48148961880698665,0.49066674435589436,0.00010091649694501017,0.8373561084292611,0.4534514457629951,0.21897659001450173,0.7427376518712986
78,spotify:track:6u8hSdYZxbK5EczDPRIXXf,0,0.6363636363636364,0.093873018346727,0.8297264638031416,0.6373386483480826,0.0,0.8632333828444115,0.09727561424034764,0.7917961466749533,0.2282251663715733
79,spotify:track:5jlsg7onynIipVy5krMaRZ,0,0.6363636363636364,0.006252296253783908,0.7176754915961769,0.8382590647757376,1.7107942973523422e-06,0.9080950612699592,0.043456459969914756,0.7472550238243214,0.6334696867940655
80,spotify:track:1Q3bb5UXqAWr7Tjuno2xcq,0,1.0,0.5471875138774226,0.2947379984620455,0.39422494447061995,0.0,0.8310666542888973,0.011699816145746278,0.1102133830536565,0.31449416936320895
81,spotify:track:3tJ4y2Zqx6gM9xOAuFfsSF,0,0.8181818181818182,0.3142551485105978,0.6759310117543667,0.6966101711942408,7.30142566191446e-06,0.8523950984032678,0.1442420190539863,0.18997306815827636,0.31621588619573837
82,spotify:track:1oHNvJVbFkexQc0BpQp7Y4,0,1.0,0.13553979922053402,0.7561243546083708,0.7187114170012829,0.0,0.9595943186037876,0.08741434063179007,0.7576134244872591,0.45673118016972947
83,spotify:track:46ydq5g3k17iLJs3qMDvO6,0,0.6363636363636364,0.08433483959248202,0.6770295506975722,0.6112189942124874,0.0,0.8999489417007056,0.060003342804613065,0.37124507975968507,0.42639355271994617
84,spotify:track:0mGJTKRIuCOJtiT4YkJHiv,0,0.5454545454545454,0.02258768239394873,0.7022959463912994,0.8724155355684391,0.0,0.940168956554029,0.04028079558749791,0.7192873420343898,0.4567128640332132
85,spotify:track:6hmhG1b4LEyNuashVvuIAo,0,1.0,0.003129797735288973,0.5759639679226628,0.7347850503154953,1.0040733197556009e-05,0.8836799108800595,0.038442253050309204,0.26558939299772116,0.5848464497222051
86,spotify:track:3JTtZUOiZljuWbNiasfHB6,0,0.6363636363636364,0.6455813578685813,0.7978688344501812,0.704646987851347,0.0,0.9117851838098775,0.03961223466488383,0.569090532421794,0.4018621405458208
87,spotify:track:67WTwafOMgegV6ABnBQxcE,0,0.0,0.017868793957638057,0.6737339338679555,0.7408126628083249,6.873727087576374e-05,0.8531145562569626,0.0466321243523316,0.3857468406877978,0.3525123633921484
88,spotify:track:40yJGQyEaBbIkXpwMFkXip,0,0.0,0.3463837506301598,0.774799516642865,0.47660231520595847,0.0,0.7237746008169328,0.15259903058666222,0.3318831572405221,0.4870504914829964
89,spotify:track:4VuS959DSpr82t3qBqCrWG,0,0.5454545454545454,0.9176704570686223,0.582555201581896,0.24253003006774032,0.0,0.772535276643149,0.03593514959050644,0.24590843173813962,0.24146162769399837
90,spotify:track:2QD4C6RRHgRNRAyrfnoeAo,0,0.7272727272727273,0.1746965330537502,0.6946061737888607,0.9246548438396295,0.0,0.9771165985889344,0.05147919104128363,0.8104412678682411,0.4876488186091946
91,spotify:track:4V3VshJLUTCIWa77YiAkvM,0,0.09090909090909091,0.10140315946849936,0.6803251675271889,0.577062523419786,9.55193482688391e-06,0.8521630152246567,0.16764165134547884,0.3598508390304537,0.3040906038219672
92,spotify:track:7vRriwrloYVaoAe3a9wJHe,0,0.5454545454545454,0.6897581857829791,0.475996924090959,0.27568189877830346,0.0,0.705625696249536,0.4634798596022063,0.16614874663351975,0.25886806276329444
93,spotify:track:6vN77lE9LK6HP2DewaN6HZ,0,0.4545454545454546,0.0356399270050208,0.9934087663407667,0.34700864661012093,0.0,0.8005709246193837,0.8479023901052984,0.5618396519577378,0.42589291165516807
94,spotify:track:6RD9GItAGZ3gbUbx14okHF,0,1.0,0.25803009480136424,0.9384818191804898,0.2234425905071131,8.940936863543789e-05,0.7283466394355738,0.49857930803944517,0.34224155790345967,0.5480676475975332
95,spotify:track:32OlwWuMpZ6b0aN2RZOeMS,0,0.0,0.008039449746684546,0.8758650994177742,0.6112189942124874,8.299389002036659e-05,0.848983475677683,0.09978271770015043,0.9409571162212554,0.3955552842053849
96,spotify:track:5iUQMwxUPdJBFeGkePtM66,0,0.4545454545454546,0.008290454450743624,0.8538943205536635,0.6724997212229222,0.0003615071283095723,0.8563173041217973,0.34648169814474344,0.5556246115599751,0.346895414860492
97,spotify:track:000xQL6tZNLJzIrtIgxqSl,0,0.6363636363636364,0.13152372395558876,0.7572228935515763,0.6293018316909764,0.0,0.8766942072038619,0.06886177502924953,0.5224777294385746,0.43203492276695754
98,spotify:track:7i2DJ88J7jQ8K7zqFX2fW8,0,0.5454545454545454,0.10742727236591722,0.6715368559815446,0.5871085442411688,1.130346232179226e-06,0.9038015224656518,0.021226809292996827,0.44271804433395484,0.365284815922828
99,spotify:track:6RUKPb4LETWmmr3iAEQktW,0,1.0,0.04999739607720008,0.613314291991651,0.6373386483480826,1.4663951120162931e-05,0.8595200519866321,0.015042620758816648,0.4416822042676611,0.32248000488430306
100,spotify:track:04ZTP5KsCypmtCmQg5tH9R,0,1.0,0.002818551902255716,0.627595298253323,0.6966101711942408,0.0,0.8714027107315263,0.004345645996991471,0.20343898902009527,0.2857622565480188
101,spotify:track:5tf1VVWniHgryyumXyJM7w,0,0.4545454545454546,0.018571607129003475,0.6341865319125563,0.8181670231329722,0.0,0.898301151132566,0.05916764165134548,0.6384918168634762,0.4448562183283472
102,spotify:track:4OBZT9EnhYIV17t4pGw7ig,0,0.36363636363636365,0.798192217936501,0.45512468417005375,0.37212369866357786,0.0,0.7794513553657632,0.029750961056326262,0.40749948207996683,0.15268331399963364
103,spotify:track:17JYzDCW1UTndfURuTydF2,0,1.0,0.006342657947245176,0.7440404262331098,0.758895500286814,0.005875763747454175,0.851861307092462,0.04061507604880495,0.7172156619018023,0.40793699249038395
104,spotify:track:25oOaleife6E2MIKmFkPvg,0,0.18181818181818182,0.002527386445547185,0.8604855542128967,0.5991637692268281,0.0,0.8695692536204976,0.06685609226140732,0.28837787445618396,0.5848464497222051
105,spotify:track:6p8NuHm8uCGnn2Dtbtf7zE,0,0.09090909090909091,0.30823103561317994,0.9461715917829288,0.6765181295514754,0.0,0.8852116598588935,0.4033093765669397,0.7472550238243214,0.5602722998962085
106,spotify:track:2fuXfy2gU40iP1q7ZqYFfq,0,0.6363636363636364,0.07349143637712983,0.4100845874986268,0.8774385459791304,5.967413441955193e-06,0.8876253249164501,0.03927795420357679,0.36295835922933495,0.32755357469931
107,spotify:track:3avYqdwHKEq8beXbeWCKqJ,0,0.2727272727272727,0.0012522825489270667,0.6517631550038449,0.8151532168865574,3.0651731160896126e-05,0.9284951726698849,0.03041952197894033,0.7255023824321524,0.4629281396910677
108,spotify:track:6Na5uKk5SsqZimk0hAWo8y,0,0.0,0.10843129118215354,0.807755684939031,0.7377988565619101,0.005885947046843178,0.9190493873004085,0.05231489219455123,0.21068986948415164,0.34906892972708947
109,spotify:track:1e1JKLEDKP7hEQzJfNAgPl,0,1.0,0.011443073533725649,0.8044600681094144,0.584094737994754,0.0,0.8466626438915708,0.44008022731071367,0.43857468406877975,0.6886317846022345
110,spotify:track:0VgkVdmE4gld66l8iyGjgx,0,0.18181818181818182,0.010238250954242073,0.8505987037240469,0.43541362983828924,0.022301425661914457,0.8125000000000001,0.6824335617583153,0.27076859332919,0.609695341595946
111,spotify:track:1almCHdsfikRPfVB9VrEdT,0,0.0,0.7489952959409215,0.4847852356366033,0.2927601341746541,0.0,0.8180932046045304,0.016045462142737763,0.36295835922933495,0.5841565419134256
112,spotify:track:6V9kwssTrwkKT72imgowj9,0,0.6363636363636364,0.03584073076826807,0.599033285729979,0.6051913817196578,0.0,0.8698477534348311,0.027076717365869953,0.13507354464470683,0.27345381280908476
113,spotify:track:2Fjz5ZC5BvFdCqcnTZ3ilH,0,0.36363636363636365,0.012547494231585594,0.47489838514775345,0.6092097900482109,1.5478615071283097e-06,0.8696388785740811,0.07370884171820158,0.15164698570540708,0.7687404603455642
114,spotify:track:6WhzFzROw3aq3rPWjgYlxr,0,0.7272727272727273,0.6174688310139644,0.5946391299571568,0.41331238403124715,0.0025458248472505093,0.7997818418121055,0.5370215610897543,0.402320281748498,0.38371695463703526
115,spotify:track:7k802XMtsF57i4WS2M2MGg,0,0.9090909090909092,0.39156459736079396,0.6506646160606393,0.6031821775553812,0.0,0.8983243594504271,0.045127862276449944,0.5100476486430495,0.5113498992612492
116,spotify:track:17bkwgLoC3N53jSksfllYX,0,1.0,0.005589643835067941,0.7022959463912994,0.8784431480612688,1.9144602851323827e-06,0.9083503527664316,0.09978271770015043,0.3836751605552103,0.3957018132975151
117,spotify:track:1byScELwcJffsdL5QWa6Yk,0,1.0,0.16967643897256868,0.6308909150829396,0.5589796859412972,0.0,0.902501856665429,0.3013538358682935,0.6250258960016573,0.24099151352341408
118,spotify:track:6yIdwnpDHufLWgQcveTPMk,0,0.0,0.06335084633314307,0.7429418872899043,0.4524918652346399,1.3238289205702646e-05,0.8222707018195322,0.05983620257395956,0.06898694841516469,0.4137798400390743
119,spotify:track:1CwNogTShsnsn1C8UhRmYX,0,1.0,0.04698533962849115,0.5430077996264967,0.6413570566766357,0.0,0.8670395469736354,0.038609393280962724,0.437538844002486,0.3127052933634532
120,spotify:track:5cF0dROlMOK5uNZtivgu50,0,0.2727272727272727,0.10943530999838985,0.7868834450181258,0.6152374025410405,2.3727087576374746e-05,0.9101838098774602,0.05264917265585826,0.8052620675367723,0.3044508211734538
121,spotify:track:6THwtgImf1ZAR2w3iknjeS,0,0.9090909090909092,0.030921038568710132,0.684719323300011,0.8432820751864291,0.0,0.9362003341997773,0.19772689286311212,0.7223948622332711,0.24390377922950113
122,spotify:track:6vnDoUOHTiVB5DvX18tJon,0,0.2727272727272727,0.06877254794081916,0.5913435131275403,0.532860031805702,3.7881873727087573e-06,0.8581043445971037,0.011365535684439237,0.26041019266625237,0.15103486171316932
123,spotify:track:1ULa3GfdMKs0MfRpm6xVlu,0,0.7272727272727273,0.006914948672499875,0.7231681863122047,0.8653833209934712,0.0,0.9067025621982919,0.05231489219455123,0.5183343691733996,0.48733744428841796
124,spotify:track:6yARPLK0PV4heEyh7pVMGz,0,0.4545454545454546,0.00035268168957932987,0.6682412391519279,0.9256594459217677,0.0,0.908814519123654,0.0210596690623433,0.7679718251501968,0.48727028512119164
125,spotify:track:10I3CmmwT0BkOVhduDy53o,0,0.0,0.004284419373960733,0.7726024387564538,0.6684813128943692,0.0,0.8760907909394728,0.1151596189202741,0.2676610731303087,0.419866902741315
126,spotify:track:5fo4LbJ8lOaB54wcM5wPMv,0,0.4545454545454546,0.11144334763086249,0.9296935076348456,0.21641037593214515,0.0006079429735234216,0.7536437059041962,0.2294835366872806,0.3857468406877978,0.2738140301605715
127,spotify:track:2wBCrtJS3E3TimRZ5MElTI,0,0.09090909090909091,0.254014019536419,0.5276282544216192,0.41532158819552367,1.3238289205702647e-06,0.8041217972521353,0.06251044626441585,0.10710586285477522,0.2728799071982416
